Stand,Age,Plot,Sub-plot (old system),subplot,Species,Current Tag #,Previous Tag #s,Date measured,dbh.cm,BA.m2
C6,Mid-aged,2,b,A2,YB,646,,4-Aug-11,18.8,277.5911221
C6,Mid-aged,2,b,A2,YB,647,,4-Aug-11,11.9,111.220232
C6,Mid-aged,2,b,A2,YB,648,,4-Aug-11,12.5,122.7184609
C6,Mid-aged,2,b,A2,WB,649,,4-Aug-11,21,346.3605842
C6,Mid-aged,2,b,A2,WB,650,,4-Aug-11,22.7,404.7078127
C6,Mid-aged,2,b,A2,WB,651,,4-Aug-11,19.8,307.9074907
C6,Mid-aged,2,b,A2,WB,652,,4-Aug-11,20.6,333.2915589
C6,Mid-aged,2,b,A2,PC,653,,4-Aug-11,,0
C6,Mid-aged,2,b,A2,BE,654,,4-Aug-11,17.2,232.3521887
C6,Mid-aged,2,b,A2,BE,655,,4-Aug-11,13.7,147.4113788
C6,Mid-aged,2,b,A2,HEM,656,,4-Aug-11,,0
C6,Mid-aged,2,b,A2,PC,657,,4-Aug-11,,0
C6,Mid-aged,2,b,A2,WB,8851,,4-Aug-11,11.8,109.3588384
C6,Mid-aged,2,c,A3,YB,658,,4-Aug-11,21.3,356.3272867
C6,Mid-aged,2,c,A3,YB,659,,4-Aug-11,13.1,134.7821765
C6,Mid-aged,2,c,A3,PC,660,,4-Aug-11,,0
C6,Mid-aged,2,c,A3,YB,661,,4-Aug-11,11.7,107.5131528
C6,Mid-aged,2,c,A3,YB,662,,4-Aug-11,13.4,141.0260918
C6,Mid-aged,2,c,A3,PC,663,,4-Aug-11,,0
C6,Mid-aged,2,c,A3,RM,664,,4-Aug-11,26.6,555.716315
C6,Mid-aged,2,c,A3,YB,665,,4-Aug-11,20.2,320.4738611
C6,Mid-aged,2,c,A3,PC,666,,4-Aug-11,,0
C6,Mid-aged,2,c,A3,HEM,667,,4-Aug-11,12.8,128.6796329
C6,Mid-aged,2,c,A3,PC,668,,4-Aug-11,,0
C6,Mid-aged,2,c,A3,HEM,669,,4-Aug-11,15.6,191.1344938
C6,Mid-aged,2,c,A3,RM,670,,4-Aug-11,,0
C6,Mid-aged,2,c,A3,RM,671,,4-Aug-11,,0
C6,Mid-aged,2,c,A3,RM,672,,4-Aug-11,12.7,126.6768676
C6,Mid-aged,2,c,A3,RM,673,,4-Aug-11,19.7,304.805168
C6,Mid-aged,2,c,A3,YB,8850,,4-Aug-11,12.5,122.7184609
C6,Mid-aged,2,d,B1,WB,699,,4-Aug-11,12.4,120.7628195
C6,Mid-aged,2,d,B1,WB,700,,4-Aug-11,15.3,183.8538529
C6,Mid-aged,2,d,B1,PC,701,,4-Aug-11,,0
C6,Mid-aged,2,d,B1,WB,702,,4-Aug-11,16.1,203.5830545
C6,Mid-aged,2,d,B1,WB,703,,4-Aug-11,13.3,138.9290788
C6,Mid-aged,2,d,B1,WB,705,,4-Aug-11,23.3,426.3848017
C6,Mid-aged,2,d,B1,WB,706,,4-Aug-11,20.8,339.7946556
C6,Mid-aged,2,d,B1,YB,707,,4-Aug-11,13.5,143.1388128
C6,Mid-aged,2,d,B1,PC,708,,4-Aug-11,,0
C6,Mid-aged,2,,B1,YB,1191,,4-Aug-11,10.8,91.60884022
C6,Mid-aged,2,d,B1,STM,8843,,4-Aug-11,12.2,116.8986606
C6,Mid-aged,2,d,B1,YB,8844,704,4-Aug-11,20.4,326.8512941
C6,Mid-aged,2,d,B1,RM,8845,,4-Aug-11,20,314.15926
C6,Mid-aged,2,d,B1,WB,8846,698,4-Aug-11,18.7,274.6458791
C6,Mid-aged,2,d,B1,SM,8847,697,4-Aug-11,28.9,655.9723889
C6,Mid-aged,2,e,B2,YB,689,,4-Aug-11,16.1,203.5830545
C6,Mid-aged,2,e,B2,BE,690,,4-Aug-11,17.5,240.5281834
C6,Mid-aged,2,e,B2,RM,691,,4-Aug-11,21.6,366.4353609
C6,Mid-aged,2,e,B2,YB,692,,4-Aug-11,,0
C6,Mid-aged,2,e,B2,YB,693,,4-Aug-11,20.7,336.5352533
C6,Mid-aged,2,e,B2,YB,694,,4-Aug-11,14.3,160.6060677
C6,Mid-aged,2,e,B2,YB,695,,4-Aug-11,16.5,213.8246463
C6,Mid-aged,2,e,B2,YB,696,,4-Aug-11,18.1,257.3042879
C6,Mid-aged,2,,B2,YB,2512,,4-Aug-11,11.4,102.0703436
C6,Mid-aged,2,f,B3,PC,674,,4-Aug-11,13.4,141.0260918
C6,Mid-aged,2,f,B3,PC,675,,4-Aug-11,,0
C6,Mid-aged,2,f,B3,WB,676,,4-Aug-11,,0
C6,Mid-aged,2,f,B3,PC,679,,4-Aug-11,,0
C6,Mid-aged,2,f,B3,PC,680,,4-Aug-11,,0
C6,Mid-aged,2,f,B3,YB,681,,4-Aug-11,13.1,134.7821765
C6,Mid-aged,2,f,B3,BE,682,,4-Aug-11,13.2,136.8477737
C6,Mid-aged,2,f,B3,HEM,683,,4-Aug-11,32.5,829.5767959
C6,Mid-aged,2,f,B3,RM,684,,4-Aug-11,24.8,483.0512782
C6,Mid-aged,2,f,B3,RM,685,,4-Aug-11,20.9,343.0697659
C6,Mid-aged,2,f,B3,RM,686,,4-Aug-11,20.2,320.4738611
C6,Mid-aged,2,f,B3,PC,687,,4-Aug-11,,0
C6,Mid-aged,2,f,B3,PC,688,,4-Aug-11,14,153.9380374
C6,Mid-aged,2,,B3,BE,1192,,4-Aug-11,10.2,81.71282353
C6,Mid-aged,2,f,B3,BE,8848,,4-Aug-11,12.2,116.8986606
C6,Mid-aged,2,f,B3,WB,8849,677,4-Aug-11,31,754.7676222
C6,Mid-aged,2,f,B3,WB,678,,4-Aug-11,14.6,167.4154697
C6,Mid-aged,2,g,C1,WB,709,,4-Aug-11,,0
C6,Mid-aged,2,g,C1,WB,710,,4-Aug-11,18.8,277.5911221
C6,Mid-aged,2,g,C1,PC,711,,4-Aug-11,,0
C6,Mid-aged,2,g,C1,BE,713,,4-Aug-11,16.4,211.2406864
C6,Mid-aged,2,g,C1,BE,714,,4-Aug-11,17.5,240.5281834
C6,Mid-aged,2,g,C1,RS,715,,4-Aug-11,,0
C6,Mid-aged,2,g,C1,RS,716,,4-Aug-11,,0
C6,Mid-aged,2,g,C1,PC,717,,4-Aug-11,,0
C6,Mid-aged,2,g,C1,YB,718,,4-Aug-11,14.8,172.0336108
C6,Mid-aged,2,g,C1,YB,719,,4-Aug-11,19.2,289.529174
C6,Mid-aged,2,,C1,WB,8842,712,4-Aug-11,20.6,333.2915589
C6,Mid-aged,2,h,C2,RM,720,,4-Aug-11,17.9,251.6494212
C6,Mid-aged,2,h,C2,RM,721,,4-Aug-11,23.5,433.7361283
C6,Mid-aged,2,h,C2,YB,722,,4-Aug-11,18,254.4690006
C6,Mid-aged,2,h,C2,PC,723,,4-Aug-11,16.5,213.8246463
C6,Mid-aged,2,h,C2,YB,724,,4-Aug-11,11.6,105.6831751
C6,Mid-aged,2,h,C2,YB,725,,4-Aug-11,19.1,286.5210991
C6,Mid-aged,2,h,C2,YB,726,,4-Aug-11,,0
C6,Mid-aged,2,h,C2,RM,727,,4-Aug-11,23.9,448.6272773
C6,Mid-aged,2,h,C2,BE,728,,4-Aug-11,13.3,138.9290788
C6,Mid-aged,2,h,C2,YB,729,,4-Aug-11,,0
C6,Mid-aged,2,h,C2,WB,730,,4-Aug-11,13.2,136.8477737
C6,Mid-aged,2,h,C2,BE,8841,,4-Aug-11,11.1,96.76890606
C6,Mid-aged,2,,C2,BE,2793,,4-Aug-11,10,78.539815
C6,Mid-aged,2,i,C3,YB,731,,4-Aug-11,14.7,169.7166862
C6,Mid-aged,2,i,C3,YB,732,,4-Aug-11,12.9,130.6981061
C6,Mid-aged,2,i,C3,PC,733,,4-Aug-11,,0
C6,Mid-aged,2,i,C3,YB,734,,4-Aug-11,15,176.7145838
C6,Mid-aged,2,i,C3,YB,735,,4-Aug-11,12.1,114.9901431
C6,Mid-aged,2,i,C3,YB,736,,4-Aug-11,17.5,240.5281834
C6,Mid-aged,2,i,C3,SM,737,,4-Aug-11,22.3,390.570646
C6,Mid-aged,2,i,C3,SM,738,,4-Aug-11,12,113.0973336
C6,Mid-aged,2,i,C3,SM,739,,4-Aug-11,13.7,147.4113788
C6,Mid-aged,2,i,C3,YB,740,,4-Aug-11,13.6,145.2672418
C6,Mid-aged,2,i,C3,SM,741,,4-Aug-11,19.7,304.805168
C6,Mid-aged,2,i,C3,YB,742,,4-Aug-11,16.5,213.8246463
C6,Mid-aged,2,i,C3,YB,743,,4-Aug-11,15.1,179.0786322
C6,Mid-aged,2,i,C3,RM,744,,4-Aug-11,22.6,401.1499591
C6,Mid-aged,2,i,C3,YB,745,,4-Aug-11,15.5,188.6919055
C6,Mid-aged,2,i,C3,WB,746,,4-Aug-11,14.9,174.3662433
C6,Mid-aged,2,i,C3,WB,747,,4-Aug-11,14.5,165.129961
C6,Mid-aged,2,,C3,RM,1190,,4-Aug-11,11,95.03317615
C6,Mid-aged,2,,C3,BE,1064,,4-Aug-11,10.7,89.92023419
C6,Mid-aged,2,,Buffer,WB,1445,,Summer-2015,26.5,551.5458508
C6,Mid-aged,2,,Buffer,WB,1440,,Summer-2015,18.5,268.8025168
C6,Mid-aged,2,,Buffer,WB,1424,,Summer-2015,27.4,589.6455151
C6,Mid-aged,3,a,A1,PC,396,,4-Aug-11,,0
C6,Mid-aged,3,a,A1,PC,397,,4-Aug-11,,0
C6,Mid-aged,3,a,A1,BE,398,,4-Aug-11,14,153.9380374
C6,Mid-aged,3,a,A1,PC,399,,4-Aug-11,,0
C6,Mid-aged,3,a,A1,BA,400,,4-Aug-11,22.5,397.6078134
C6,Mid-aged,3,a,A1,WB,401,,4-Aug-11,17.8,248.8455498
C6,Mid-aged,3,a,A1,WB,402,,4-Aug-11,16.4,211.2406864
C6,Mid-aged,3,a,A1,WB,403,,4-Aug-11,,0
C6,Mid-aged,3,a,A1,RM,404,,4-Aug-11,18.3,263.0219865
C6,Mid-aged,3,a,A1,RM,405,,4-Aug-11,22.7,404.7078127
C6,Mid-aged,3,a,A1,WB,406,,4-Aug-11,13.6,145.2672418
C6,Mid-aged,3,b,A1,STM,408,,4-Aug-11,,0
C6,Mid-aged,3,,A1,WB,1189,,4-Aug-11,12.6,124.6898103
C6,Mid-aged,3,b,A2,YB,407,,4-Aug-11,23.3,426.3848017
C6,Mid-aged,3,b,A2,RM,409,,4-Aug-11,18.3,263.0219865
C6,Mid-aged,3,b,A2,RM,410,,4-Aug-11,11,95.03317615
C6,Mid-aged,3,b,A2,RM,411,,4-Aug-11,14.5,165.129961
C6,Mid-aged,3,b,A2,RM,412,,4-Aug-11,15.4,186.2650253
C6,Mid-aged,3,b,A2,PC,419,,4-Aug-11,,0
C6,Mid-aged,3,b,A2,PC,421,,4-Aug-11,,0
C6,Mid-aged,3,b,A2,PC,422,,4-Aug-11,,0
C6,Mid-aged,3,,A2,BE,1184,,4-Aug-11,10.4,84.9486639
C6,Mid-aged,3,,A2,WB,1185,,4-Aug-11,18.7,274.6458791
C6,Mid-aged,3,,A2,YB,1186,,4-Aug-11,,0
C6,Mid-aged,3,,A2,WB,1187,,4-Aug-11,11.3,100.2874898
C6,Mid-aged,3,,A2,BE,1188,,4-Aug-11,10.5,86.59014604
C6,Mid-aged,3,b,A2,PC,1289,420,4-Aug-11,,0
C6,Mid-aged,3,b,A2,PC,1291,418,4-Aug-11,,0
C6,Mid-aged,3,b,A2,YB,1292,417,4-Aug-11,18.7,274.6458791
C6,Mid-aged,3,b,A2,BE,1293,416,4-Aug-11,11.7,107.5131528
C6,Mid-aged,3,b,A2,RM,1294,415,4-Aug-11,12.4,120.7628195
C6,Mid-aged,3,b,A2,RM,1295,414,4-Aug-11,18.8,277.5911221
C6,Mid-aged,3,b,A2,RM,1296,413,4-Aug-11,19.1,286.5210991
C6,Mid-aged,3,,A2,BE,1344,,4-Aug-11,14.7,169.7166862
C6,Mid-aged,3,,A2,YB,2528,,4-Aug-11,10.2,81.71282353
C6,Mid-aged,3,c,A3,STM,426,,4-Aug-11,,0
C6,Mid-aged,3,,A3,BE,1182,,4-Aug-11,12.8,128.6796329
C6,Mid-aged,3,c,A3,YB,1278,435,4-Aug-11,20.3,323.6547236
C6,Mid-aged,3,c,A3,YB,1279,432,4-Aug-11,14.5,165.129961
C6,Mid-aged,3,c,A3,BE,1280,429,4-Aug-11,20.1,317.3087066
C6,Mid-aged,3,c,A3,BE,1281,431,4-Aug-11,19.3,292.5529569
C6,Mid-aged,3,c,A3,YB,1282,423,4-Aug-11,14.9,174.3662433
C6,Mid-aged,3,c,A3,BE,1283,433,4-Aug-11,,0
C6,Mid-aged,3,c,A3,RM,1284,430,4-Aug-11,17.1,229.658273
C6,Mid-aged,3,c,A3,HEM,1285,434,4-Aug-11,23.5,433.7361283
C6,Mid-aged,3,c,A3,YB,1286,428,4-Aug-11,13.5,143.1388128
C6,Mid-aged,3,c,A3,RS,1287,427,4-Aug-11,,0
C6,Mid-aged,3,c,A3,YB,1288,425,4-Aug-11,13.2,136.8477737
C6,Mid-aged,3,c,A3,BE,1290,424,4-Aug-11,21.4,359.6809368
C6,Mid-aged,3,d,B1,RM,163,,4-Aug-11,,0
C6,Mid-aged,3,d,B1,RM,164,,4-Aug-11,,0
C6,Mid-aged,3,d,B1,PC,473,,4-Aug-11,,0
C6,Mid-aged,3,d,B1,PC,474,,4-Aug-11,,0
C6,Mid-aged,3,d,B1,PC,475,,4-Aug-11,,0
C6,Mid-aged,3,,B1,RM,1244,,4-Aug-11,16.1,203.5830545
C6,Mid-aged,3,d,B1,YB,1245,465,4-Aug-11,13.2,136.8477737
C6,Mid-aged,3,d,B1,YB,1246,466,4-Aug-11,11.9,111.220232
C6,Mid-aged,3,d,B1,YB,1247,467,4-Aug-11,16,201.0619264
C6,Mid-aged,3,d,B1,YB,1248,468,4-Aug-11,11.7,107.5131528
C6,Mid-aged,3,d,B1,WB,1249,479,4-Aug-11,13.6,145.2672418
C6,Mid-aged,3,d,B1,WB,1250,478,4-Aug-11,21.5,363.0502948
C6,Mid-aged,3,d,B1,YB,1251,477,4-Aug-11,30.1,711.5785779
C6,Mid-aged,3,d,B1,YB,1252,476,4-Aug-11,34.3,924.0130695
C6,Mid-aged,3,d,B1,YB,1253,471,4-Aug-11,13.1,134.7821765
C6,Mid-aged,3,d,B1,YB,1254,470,4-Aug-11,13.3,138.9290788
C6,Mid-aged,3,d,B1,RM,1255,472,4-Aug-11,21.4,359.6809368
C6,Mid-aged,3,d,B1,RM,1256,469,4-Aug-11,17.2,232.3521887
C6,Mid-aged,3,e,B2,WB,454,,4-Aug-11,,0
C6,Mid-aged,3,e,B2,PC,456,,4-Aug-11,,0
C6,Mid-aged,3,e,B2,PC,457,,4-Aug-11,,0
C6,Mid-aged,3,,B2,RM,1180,,4-Aug-11,10.5,86.59014604
C6,Mid-aged,3,,B2,YB,1181,,4-Aug-11,12.5,122.7184609
C6,Mid-aged,3,,B2,RM,1257,,4-Aug-11,20,314.15926
C6,Mid-aged,3,e,B2,RM,1258,462,4-Aug-11,10.8,91.60884022
C6,Mid-aged,3,e,B2,RM,1259,461,4-Aug-11,21.2,352.9893445
C6,Mid-aged,3,e,B2,RM,1260,460,4-Aug-11,23.6,437.4353536
C6,Mid-aged,3,e,B2,PC,1261,458,4-Aug-11,,0
C6,Mid-aged,3,e,B2,PC,1262,459,4-Aug-11,,0
C6,Mid-aged,3,e,B2,RM,1263,455,4-Aug-11,19.8,307.9074907
C6,Mid-aged,3,,B2,BE,1062,,4-Aug-11,12.2,116.8986606
C6,Mid-aged,3,f,B3,PC,444,,4-Aug-11,,0
C6,Mid-aged,3,f,B3,STM,445,,4-Aug-11,,0
C6,Mid-aged,3,f,B3,BE,451,,4-Aug-11,,0
C6,Mid-aged,3,f,B3,HEM,452,,4-Aug-11,,0
C6,Mid-aged,3,,B3,YB,1183,,4-Aug-11,10.1,80.11846528
C6,Mid-aged,3,f,B3,BE,1264,450,4-Aug-11,15.8,196.0667942
C6,Mid-aged,3,f,B3,RM,1265,437,4-Aug-11,17.1,229.658273
C6,Mid-aged,3,f,B3,RM,1266,438,4-Aug-11,15,176.7145838
C6,Mid-aged,3,f,B3,RM,1267,453,4-Aug-11,22.4,394.0813757
C6,Mid-aged,3,f,B3,SM,1268,448,4-Aug-11,24.6,475.2915445
C6,Mid-aged,3,f,B3,YB,1269,449,4-Aug-11,25.7,518.7476241
C6,Mid-aged,3,f,B3,YB,1270,446,4-Aug-11,16.8,221.6707739
C6,Mid-aged,3,f,B3,YB,1271,447,4-Aug-11,14.2,158.367683
C6,Mid-aged,3,f,B3,YB,1272,442,4-Aug-11,21.8,373.2526168
C6,Mid-aged,3,f,B3,WB,1273,443,4-Aug-11,17.9,251.6494212
C6,Mid-aged,3,f,B3,BE,1274,439,4-Aug-11,14.9,174.3662433
C6,Mid-aged,3,f,B3,BE,1275,440,4-Aug-11,15.3,183.8538529
C6,Mid-aged,3,f,B3,BE,1276,441,4-Aug-11,15.5,188.6919055
C6,Mid-aged,3,f,B3,BE,1277,436,4-Aug-11,16.9,224.3175656
C6,Mid-aged,3,g,C1,PC,483,,4-Aug-11,,0
C6,Mid-aged,3,g,C1,YB,493,,4-Aug-11,,0
C6,Mid-aged,3,g,C1,WB,1231,489,4-Aug-11,14.5,165.129961
C6,Mid-aged,3,g,C1,WB,1232,490,4-Aug-11,16.3,208.6724345
C6,Mid-aged,3,g,C1,WB,1233,491,4-Aug-11,13.9,151.7467766
C6,Mid-aged,3,g,C1,RM,1234,494,4-Aug-11,27.3,585.3493872
C6,Mid-aged,3,g,C1,RM,1235,492,4-Aug-11,17.5,240.5281834
C6,Mid-aged,3,g,C1,PC,1236,484,4-Aug-11,16.1,203.5830545
C6,Mid-aged,3,g,C1,WB,1237,482,4-Aug-11,17.7,246.0573864
C6,Mid-aged,3,g,C1,PC,1238,481,4-Aug-11,,0
C6,Mid-aged,3,g,C1,WB,1239,480,4-Aug-11,12.5,122.7184609
C6,Mid-aged,3,g,C1,WB,1240,488,4-Aug-11,13.7,147.4113788
C6,Mid-aged,3,g,C1,RM,1241,485,4-Aug-11,17.9,251.6494212
C6,Mid-aged,3,g,C1,WB,1242,487,4-Aug-11,13.7,147.4113788
C6,Mid-aged,3,g,C1,WB,1243,486,4-Aug-11,15.5,188.6919055
C6,Mid-aged,3,,C1,PC,,,4-Aug-11,,0
C6,Mid-aged,3,,C1,PC,1092,,4-Aug-11,13.6,145.2672418
C6,Mid-aged,3,,C1,BE,1071,,4-Aug-11,10.7,89.92023419
C6,Mid-aged,3,h,C2,YB,495,,4-Aug-11,,0
C6,Mid-aged,3,h,C2,PC,497,,4-Aug-11,,0
C6,Mid-aged,3,h,C2,WB,500,,4-Aug-11,15.6,191.1344938
C6,Mid-aged,3,h,C2,YB,610,,4-Aug-11,15.5,188.6919055
C6,Mid-aged,3,h,C2,YB,612,,4-Aug-11,,0
C6,Mid-aged,3,h,C2,YB,613,,4-Aug-11,17.3,235.0618123
C6,Mid-aged,3,h,C2,RM,614,,4-Aug-11,15.5,188.6919055
C6,Mid-aged,3,h,C2,RM,615,,4-Aug-11,18.2,260.1552832
C6,Mid-aged,3,h,C2,PC,617,,4-Aug-11,13.2,136.8477737
C6,Mid-aged,3,,C2,BE,1179,,4-Aug-11,11.1,96.76890606
C6,Mid-aged,3,h,C2,WB,1223,609,4-Aug-11,18.2,260.1552832
C6,Mid-aged,3,h,C2,RM,1224,611,4-Aug-11,15.4,186.2650253
C6,Mid-aged,3,h,C2,WB,1225,608,4-Aug-11,18.8,277.5911221
C6,Mid-aged,3,h,C2,RM,1226,496,4-Aug-11,19.3,292.5529569
C6,Mid-aged,3,h,C2,WB,1228,498,4-Aug-11,16.8,221.6707739
C6,Mid-aged,3,h,C2,WB,1229,499,4-Aug-11,17,226.9800654
C6,Mid-aged,3,h,C2,YB,1230,616,4-Aug-11,18.9,280.5520732
C6,Mid-aged,3,i,C3,WB,618,,4-Aug-11,13.1,134.7821765
C6,Mid-aged,3,i,C3,PC,619,,4-Aug-11,16.7,219.0396901
C6,Mid-aged,3,i,C3,RM,621,,4-Aug-11,,0
C6,Mid-aged,3,i,C3,RM,622,,4-Aug-11,15.4,186.2650253
C6,Mid-aged,3,i,C3,WB,623,,4-Aug-11,22.8,408.2813743
C6,Mid-aged,3,i,C3,PC,624,,4-Aug-11,,0
C6,Mid-aged,3,,C3,BE,1178,,4-Aug-11,13.3,138.9290788
C6,Mid-aged,3,i,C3,RM,1227,620,4-Aug-11,34.8,951.1485756
C6,Mid-aged,3,,C3,PC,1337,,4-Aug-11,,0
C6,Mid-aged,3,,C3,PC,,,4-Aug-11,,0
C6,Mid-aged,3,,Buffer,WB,1436,,Summer-2015,24.5,471.4352395
C6,Mid-aged,3,,Buffer,WB,1437,,Summer-2015,17.9,251.6494212
C6,Mid-aged,3,,Buffer,WB,1434,,Summer-2015,20,314.15926
C6,Mid-aged,3,,?,WB,1070,,Summer-2015,24.3,463.7697536
C6,Mid-aged,4,a,A1,WB,413,,4-Aug-11,15.7,193.59279
C6,Mid-aged,4,a,A1,PC,414,,4-Aug-11,15.9,198.5565063
C6,Mid-aged,4,a,A1,WB,415,,4-Aug-11,21,346.3605842
C6,Mid-aged,4,a,A1,PC,416,,4-Aug-11,,0
C6,Mid-aged,4,a,A1,PC,417,,4-Aug-11,,0
C6,Mid-aged,4,a,A1,BE,418,,4-Aug-11,12.3,118.8228861
C6,Mid-aged,4,a,A1,RS,420,,4-Aug-11,,0
C6,Mid-aged,4,a,A1,BE,422,,4-Aug-11,19.4,295.5924477
C6,Mid-aged,4,a,A1,PC,423,,4-Aug-11,,0
C6,Mid-aged,4,,A1,PC,1170,,4-Aug-11,,0
C6,Mid-aged,4,a,A1,BE,8871,421,4-Aug-11,17.7,246.0573864
C6,Mid-aged,4,,A1,BE,8872,419,4-Aug-11,17.5,240.5281834
C6,Mid-aged,4,,A1,PC,,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,BA,424,,4-Aug-11,25.1,494.8086885
C6,Mid-aged,4,b,A2,WB,425,,4-Aug-11,16.1,203.5830545
C6,Mid-aged,4,b,A2,SM,426,,4-Aug-11,14.8,172.0336108
C6,Mid-aged,4,b,A2,WB,427,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,PC,428,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,WB,429,,4-Aug-11,26.4,547.3910946
C6,Mid-aged,4,b,A2,PC,430,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,PC,431,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,RM,432,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,RM,433,,4-Aug-11,,0
C6,Mid-aged,4,b,A2,WB,436,,4-Aug-11,15.9,198.5565063
C6,Mid-aged,4,,A2,YB,1167,,4-Aug-11,15,176.7145838
C6,Mid-aged,4,b,A2,YB,8870,434,4-Aug-11,16.9,224.3175656
C6,Mid-aged,4,b,A3,PC,435,,4-Aug-11,,0
C6,Mid-aged,4,c,A3,PC,438,,4-Aug-11,,0
C6,Mid-aged,4,c,A3,PC,439,,4-Aug-11,15.1,179.0786322
C6,Mid-aged,4,c,A3,PC,440,,4-Aug-11,,0
C6,Mid-aged,4,c,A3,WB,441,,4-Aug-11,,0
C6,Mid-aged,4,c,A3,YB,442,,4-Aug-11,14.4,162.8601604
C6,Mid-aged,4,c,A3,PC,443,,4-Aug-11,16.2,206.1198905
C6,Mid-aged,4,c,A3,PC,444,,4-Aug-11,,0
C6,Mid-aged,4,c,A3,PC,445,,4-Aug-11,,0
C6,Mid-aged,4,c,A3,PC,446,,4-Aug-11,,0
C6,Mid-aged,4,,A3,YB,1165,,4-Aug-11,11.9,111.220232
C6,Mid-aged,4,c,A3,WB,1221,447,4-Aug-11,24.5,471.4352395
C6,Mid-aged,4,c,A3,RM,8868,,4-Aug-11,17.1,229.658273
C6,Mid-aged,4,c,A3,RM,8869,437,4-Aug-11,19.1,286.5210991
C6,Mid-aged,4,d,B1,BE,448,,4-Aug-11,15.7,193.59279
C6,Mid-aged,4,d,B1,BE,450,,4-Aug-11,12.1,114.9901431
C6,Mid-aged,4,d,B1,BE,451,,4-Aug-11,13.2,136.8477737
C6,Mid-aged,4,d,B1,WB,452,,4-Aug-11,16.9,224.3175656
C6,Mid-aged,4,d,B1,WB,453,,4-Aug-11,22.2,387.0756242
C6,Mid-aged,4,d,B1,BE,454,,4-Aug-11,14.7,169.7166862
C6,Mid-aged,4,d,B1,BE,456,,4-Aug-11,,0
C6,Mid-aged,4,d,B1,BE,457,,4-Aug-11,15.4,186.2650253
C6,Mid-aged,4,d,B1,BE,458,,4-Aug-11,13.4,141.0260918
C6,Mid-aged,4,d,B1,BE,459,,4-Aug-11,16.2,206.1198905
C6,Mid-aged,4,d,B1,RM,460,,4-Aug-11,,0
C6,Mid-aged,4,d,B1,RM,461,,4-Aug-11,,0
C6,Mid-aged,4,,B1,BE,1163,,4-Aug-11,11.9,111.220232
C6,Mid-aged,4,,B1,BE,1166,,4-Aug-11,10.7,89.92023419
C6,Mid-aged,4,,B1,BE,1169,,4-Aug-11,11.4,102.0703436
C6,Mid-aged,4,d,B1,WB,8861,449,4-Aug-11,22,380.1327046
C6,Mid-aged,4,d,B1,STM,8862,,4-Aug-11,12.7,126.6768676
C6,Mid-aged,4,d,B1,STM,8863,,4-Aug-11,10.9,93.3131542
C6,Mid-aged,4,d,B1,BE,2796,,4-Aug-11,10,78.539815
C6,Mid-aged,4,d,B1,BE,2799,,4-Aug-11,10,78.539815
C6,Mid-aged,4,e,B2,WB,462,,4-Aug-11,24.3,463.7697536
C6,Mid-aged,4,e,B2,PC,463,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,RM,464,,4-Aug-11,12.8,128.6796329
C6,Mid-aged,4,e,B2,RM,465,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,RM,466,,4-Aug-11,29.1,665.0830074
C6,Mid-aged,4,e,B2,PC,467,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,WB,468,,4-Aug-11,22.5,397.6078134
C6,Mid-aged,4,e,B2,PC,469,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,RM,471,,4-Aug-11,17.6,243.2849309
C6,Mid-aged,4,e,B2,YB,472,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,PC,473,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,PC,474,,4-Aug-11,,0
C6,Mid-aged,4,e,B2,YB,475,,4-Aug-11,15.5,188.6919055
C6,Mid-aged,4,e,B2,RS,476,,4-Aug-11,15.6,191.1344938
C6,Mid-aged,4,e,B2,YB,477,,4-Aug-11,16.2,206.1198905
C6,Mid-aged,4,e,B2,RM,8864,470,4-Aug-11,19.6,301.7185533
C6,Mid-aged,4,e,B2,YB,8865,478,4-Aug-11,26.1,535.0210738
C6,Mid-aged,4,e,B2,BE,1095,,4-Aug-11,10.8,91.60884022
C6,Mid-aged,4,f,B3,PC,479,,4-Aug-11,,0
C6,Mid-aged,4,f,B3,WB,481,,4-Aug-11,18.8,277.5911221
C6,Mid-aged,4,f,B3,WB,482,,4-Aug-11,12.9,130.6981061
C6,Mid-aged,4,f,B3,WB,483,,4-Aug-11,21.5,363.0502948
C6,Mid-aged,4,f,B3,PC,484,,4-Aug-11,,0
C6,Mid-aged,4,f,B3,YB,485,,4-Aug-11,14.9,174.3662433
C6,Mid-aged,4,f,B3,PC,487,,4-Aug-11,,0
C6,Mid-aged,4,f,B3,WB,488,,4-Aug-11,,0
C6,Mid-aged,4,f,B3,YB,489,,4-Aug-11,,0
C6,Mid-aged,4,f,B3,WB,491,,4-Aug-11,,0
C6,Mid-aged,4,i,B3,WB,911,,4-Aug-11,17.9,251.6494212
